                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    289,                0.04928,                 0.9757,                      1,                0.33856,             0.00020506,             0.00020506,             0.00020506
                    290,                0.05304,                0.97477,                      1,                0.34332,             0.00020329,             0.00020329,             0.00020329
                    291,                0.06232,                 0.9729,                      1,                0.34003,             0.00020153,             0.00020153,             0.00020153
                    292,                0.06635,                0.96916,                      1,                0.34375,             0.00019976,             0.00019976,             0.00019976
                    293,                0.05898,                0.97196,                      1,                0.34412,             0.00019799,             0.00019799,             0.00019799
                    294,                0.06027,                0.97383,                      1,                0.34119,             0.00019623,             0.00019623,             0.00019623
                    295,                0.05421,                0.96822,                      1,                0.34381,             0.00019446,             0.00019446,             0.00019446
                    296,                0.07131,                0.97009,                      1,                0.34454,             0.00019269,             0.00019269,             0.00019269
                    297,                0.04969,                0.97009,                      1,                0.34851,             0.00019092,             0.00019092,             0.00019092
                    298,                0.06003,                0.95607,                      1,                0.35516,             0.00018916,             0.00018916,             0.00018916
                    299,                0.06598,                0.96729,                      1,                0.34613,             0.00018739,             0.00018739,             0.00018739
                    300,                0.05772,                0.96355,                      1,                0.34918,             0.00018562,             0.00018562,             0.00018562
                    301,                0.05924,                0.97477,                      1,                0.34039,             0.00018385,             0.00018385,             0.00018385
                    302,                0.05651,                 0.9729,                      1,                0.34155,             0.00018209,             0.00018209,             0.00018209
                    303,                0.07249,                0.97196,                      1,                0.34161,             0.00018032,             0.00018032,             0.00018032
                    304,                0.07011,                0.97103,                      1,                0.34332,             0.00017855,             0.00017855,             0.00017855
                    305,                0.06169,                0.97383,                      1,                0.34161,             0.00017679,             0.00017679,             0.00017679
                    306,                0.05367,                0.97103,                      1,                0.34094,             0.00017502,             0.00017502,             0.00017502
                    307,                0.06781,                0.97477,                      1,                0.33875,             0.00017325,             0.00017325,             0.00017325
                    308,                0.06059,                0.97477,                      1,                0.34143,             0.00017148,             0.00017148,             0.00017148
                    309,                 0.0628,                0.97944,                      1,                0.33691,             0.00016972,             0.00016972,             0.00016972
                    310,                0.05881,                0.97664,                      1,                0.33887,             0.00016795,             0.00016795,             0.00016795
                    311,                0.05232,                0.97477,                      1,                0.34106,             0.00016618,             0.00016618,             0.00016618
                    312,                0.05141,                0.97383,                      1,                0.34003,             0.00016442,             0.00016442,             0.00016442
                    313,                 0.0503,                0.97477,                      1,                0.33783,             0.00016265,             0.00016265,             0.00016265
                    314,                0.05428,                0.97664,                      1,                0.33997,             0.00016088,             0.00016088,             0.00016088
                    315,                0.05737,                0.96916,                      1,                0.34216,             0.00015911,             0.00015911,             0.00015911
                    316,                0.05403,                0.97196,                      1,                0.33862,             0.00015735,             0.00015735,             0.00015735
                    317,                 0.0605,                0.97477,                      1,                0.33832,             0.00015558,             0.00015558,             0.00015558
                    318,                0.05723,                 0.9757,                      1,                 0.3385,             0.00015381,             0.00015381,             0.00015381
                    319,                0.05893,                0.97664,                      1,                0.33856,             0.00015205,             0.00015205,             0.00015205
                    320,                0.04899,                0.96916,                      1,                 0.3476,             0.00015028,             0.00015028,             0.00015028
                    321,                0.05798,                0.97477,                      1,                0.33972,             0.00014851,             0.00014851,             0.00014851
                    322,                0.05398,                 0.9729,                      1,                0.34296,             0.00014674,             0.00014674,             0.00014674
                    323,                0.05015,                0.97196,                      1,                0.33911,             0.00014498,             0.00014498,             0.00014498
                    324,                 0.0693,                0.97944,                      1,                0.33752,             0.00014321,             0.00014321,             0.00014321
                    325,                0.04193,                0.97664,                      1,                0.33954,             0.00014144,             0.00014144,             0.00014144
                    326,                 0.0575,                0.97477,                      1,                0.33801,             0.00013968,             0.00013968,             0.00013968
                    327,                 0.0452,                0.97664,                      1,                0.33838,             0.00013791,             0.00013791,             0.00013791
                    328,                0.04963,                0.97944,                      1,                0.33704,             0.00013614,             0.00013614,             0.00013614
                    329,                 0.0539,                0.97477,                      1,                0.33978,             0.00013437,             0.00013437,             0.00013437
                    330,                0.05325,                0.97664,                      1,                0.33966,             0.00013261,             0.00013261,             0.00013261
                    331,                0.05359,                 0.9785,                      1,                0.33612,             0.00013084,             0.00013084,             0.00013084
                    332,                 0.0504,                0.97944,                      1,                0.33533,             0.00012907,             0.00012907,             0.00012907
                    333,                0.04811,                 0.9757,                      1,                 0.3371,             0.00012731,             0.00012731,             0.00012731
                    334,                0.04193,                0.97477,                      1,                0.34106,             0.00012554,             0.00012554,             0.00012554
                    335,                0.05068,                0.97477,                      1,                0.33887,             0.00012377,             0.00012377,             0.00012377
                    336,                0.05274,                0.96822,                      1,                0.34705,               0.000122,               0.000122,               0.000122
                    337,                0.05742,                0.97944,                      1,                0.33667,             0.00012024,             0.00012024,             0.00012024
                    338,                0.04976,                0.97757,                      1,                0.33667,             0.00011847,             0.00011847,             0.00011847
                    339,                0.03417,                0.98131,                      1,                0.33661,              0.0001167,              0.0001167,              0.0001167
                    340,                0.05562,                0.97944,                      1,                0.33679,             0.00011494,             0.00011494,             0.00011494
                    341,                0.04668,                 0.9757,                      1,                0.34186,             0.00011317,             0.00011317,             0.00011317
                    342,                0.04941,                0.97477,                      1,                0.33899,              0.0001114,              0.0001114,              0.0001114
                    343,                0.05189,                 0.9757,                      1,                0.33887,             0.00010963,             0.00010963,             0.00010963
                    344,                 0.0494,                0.97196,                      1,                0.34222,             0.00010787,             0.00010787,             0.00010787
                    345,                0.05618,                0.97383,                      1,                0.33929,              0.0001061,              0.0001061,              0.0001061
                    346,                0.04504,                 0.9757,                      1,                0.34082,             0.00010433,             0.00010433,             0.00010433
                    347,                0.05014,                0.97477,                      1,                0.34045,             0.00010257,             0.00010257,             0.00010257
                    348,                0.04261,                0.97103,                      1,                0.34167,              0.0001008,              0.0001008,              0.0001008
                    349,                0.04817,                 0.9729,                      1,                0.34088,             9.9032e-05,             9.9032e-05,             9.9032e-05
                    350,                0.04465,                0.97477,                      1,                0.33978,             9.7265e-05,             9.7265e-05,             9.7265e-05
                    351,                0.03929,                0.97196,                      1,                0.34265,             9.5498e-05,             9.5498e-05,             9.5498e-05
                    352,                0.04327,                 0.9757,                      1,                0.34094,              9.373e-05,              9.373e-05,              9.373e-05
                    353,                0.04779,                 0.9785,                      1,                0.33948,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    354,                0.04765,                 0.9757,                      1,                 0.3382,             9.0196e-05,             9.0196e-05,             9.0196e-05
                    355,                0.04735,                0.97383,                      1,                0.33984,             8.8429e-05,             8.8429e-05,             8.8429e-05
                    356,                0.05454,                0.97757,                      1,                0.33734,             8.6662e-05,             8.6662e-05,             8.6662e-05
                    357,                0.03773,                 0.9785,                      1,                 0.3382,             8.4895e-05,             8.4895e-05,             8.4895e-05
                    358,                0.05081,                0.97196,                      1,                0.34033,             8.3127e-05,             8.3127e-05,             8.3127e-05
                    359,                0.04606,                0.97757,                      1,                0.33722,              8.136e-05,              8.136e-05,              8.136e-05
                    360,                0.03404,                0.97664,                      1,                0.33813,             7.9593e-05,             7.9593e-05,             7.9593e-05
                    361,                0.03073,                0.97664,                      1,                0.33728,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    362,                0.03022,                0.97664,                      1,                0.33765,             7.6059e-05,             7.6059e-05,             7.6059e-05
                    363,                0.04604,                0.97477,                      1,                0.33722,             7.4292e-05,             7.4292e-05,             7.4292e-05
                    364,                 0.0442,                0.97664,                      1,                0.33667,             7.2525e-05,             7.2525e-05,             7.2525e-05
                    365,                 0.0491,                0.98037,                      1,                 0.3363,             7.0757e-05,             7.0757e-05,             7.0757e-05
                    366,                0.03982,                0.98131,                      1,                0.33508,              6.899e-05,              6.899e-05,              6.899e-05
                    367,                0.03306,                0.98131,                      1,                0.33612,             6.7223e-05,             6.7223e-05,             6.7223e-05
                    368,                0.03279,                 0.9785,                      1,                0.33496,             6.5456e-05,             6.5456e-05,             6.5456e-05
                    369,                0.03895,                 0.9785,                      1,                0.33667,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    370,                0.03228,                0.97664,                      1,                 0.3363,             6.1922e-05,             6.1922e-05,             6.1922e-05
                    371,                0.03653,                0.98037,                      1,                0.33533,             6.0154e-05,             6.0154e-05,             6.0154e-05
                    372,                0.03362,                0.97944,                      1,                0.33545,             5.8387e-05,             5.8387e-05,             5.8387e-05
                    373,                0.03709,                0.98131,                      1,                0.33466,              5.662e-05,              5.662e-05,              5.662e-05
                    374,                0.03006,                0.97944,                      1,                0.33441,             5.4853e-05,             5.4853e-05,             5.4853e-05
                    375,                0.02837,                0.97944,                      1,                0.33466,             5.3086e-05,             5.3086e-05,             5.3086e-05
                    376,                0.03068,                0.97757,                      1,                0.33691,             5.1319e-05,             5.1319e-05,             5.1319e-05
                    377,                0.04391,                0.97757,                      1,                0.33527,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    378,                0.03817,                0.98037,                      1,                0.33533,             4.7784e-05,             4.7784e-05,             4.7784e-05
                    379,                0.03718,                0.98037,                      1,                0.33478,             4.6017e-05,             4.6017e-05,             4.6017e-05
                    380,                0.03033,                0.97757,                      1,                0.33594,              4.425e-05,              4.425e-05,              4.425e-05
                    381,                0.04075,                0.97757,                      1,                0.33752,             4.2483e-05,             4.2483e-05,             4.2483e-05
                    382,                0.03939,                0.97757,                      1,                0.33527,             4.0716e-05,             4.0716e-05,             4.0716e-05
                    383,                0.03843,                0.97757,                      1,                0.33636,             3.8949e-05,             3.8949e-05,             3.8949e-05
                    384,                0.03955,                0.98037,                      1,                0.33496,             3.7182e-05,             3.7182e-05,             3.7182e-05
                    385,                0.03342,                0.97944,                      1,                0.33478,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    386,                 0.0333,                0.97757,                      1,                0.33582,             3.3647e-05,             3.3647e-05,             3.3647e-05
                    387,                0.03171,                0.97757,                      1,                0.33734,              3.188e-05,              3.188e-05,              3.188e-05
                    388,                0.03081,                0.97757,                      1,                0.33545,             3.0113e-05,             3.0113e-05,             3.0113e-05
                    389,                0.03421,                0.98037,                      1,                0.33704,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    390,                0.04594,                0.97944,                      1,                  0.336,             2.6579e-05,             2.6579e-05,             2.6579e-05
                    391,                0.03879,                0.98037,                      1,                0.33496,             2.4812e-05,             2.4812e-05,             2.4812e-05
                    392,                0.03527,                0.97944,                      1,                  0.336,             2.3044e-05,             2.3044e-05,             2.3044e-05
                    393,                0.03126,                0.97944,                      1,                0.33636,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    394,                0.03098,                0.97944,                      1,                0.33667,              1.951e-05,              1.951e-05,              1.951e-05
                    395,                0.03951,                 0.9785,                      1,                0.33618,             1.7743e-05,             1.7743e-05,             1.7743e-05
                    396,                0.03727,                 0.9785,                      1,                0.33575,             1.5976e-05,             1.5976e-05,             1.5976e-05
                    397,                0.03232,                 0.9785,                      1,                0.33807,             1.4209e-05,             1.4209e-05,             1.4209e-05
                    398,                0.02499,                 0.9785,                      1,                0.33722,             1.2441e-05,             1.2441e-05,             1.2441e-05
                    399,                0.04191,                0.97944,                      1,                0.33624,             1.0674e-05,             1.0674e-05,             1.0674e-05
                    400,                0.02206,                0.98037,                      1,                0.33649,             8.9071e-06,             8.9071e-06,             8.9071e-06
